Prompt,air_temperature,fault_detection,power_consumption,process_efficiency,process_temperature,rotational_speed,summary,system_load,tool_wear,torque
"Provide the minimum power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"What is the latest power_consumption, process_temperature and rotational_speed?",0,0,1,0,1,1,0,0,0,0
"Calculate the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Find the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Determine the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Show me the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Give me the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Provide the latest power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"What is the trend power_consumption, process_temperature and rotational_speed?",0,0,1,0,1,1,0,0,0,0
"Calculate the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Find the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Determine the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Show me the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Give me the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"Provide the trend power_consumption, process_temperature and rotational_speed.",0,0,1,0,1,1,0,0,0,0
"What is the average power_consumption, process_temperature and system_load?",0,0,1,0,1,0,0,1,0,0
"Calculate the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Find the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Determine the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Show me the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Give me the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Provide the average power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"What is the maximum power_consumption, process_temperature and system_load?",0,0,1,0,1,0,0,1,0,0
"Calculate the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Find the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Determine the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Show me the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Give me the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Provide the maximum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"What is the minimum power_consumption, process_temperature and system_load?",0,0,1,0,1,0,0,1,0,0
"Calculate the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Find the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Determine the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Show me the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Give me the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Provide the minimum power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"What is the latest power_consumption, process_temperature and system_load?",0,0,1,0,1,0,0,1,0,0
"Calculate the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Find the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Determine the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Show me the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Give me the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Provide the latest power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"What is the trend power_consumption, process_temperature and system_load?",0,0,1,0,1,0,0,1,0,0
"Calculate the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Find the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Determine the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Show me the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Give me the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"Provide the trend power_consumption, process_temperature and system_load.",0,0,1,0,1,0,0,1,0,0
"What is the average power_consumption, process_temperature and torque?",0,0,1,0,1,0,0,0,0,1
"Calculate the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Find the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Determine the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Show me the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Give me the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Provide the average power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"What is the maximum power_consumption, process_temperature and torque?",0,0,1,0,1,0,0,0,0,1
"Calculate the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Find the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Determine the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Show me the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Give me the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Provide the maximum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"What is the minimum power_consumption, process_temperature and torque?",0,0,1,0,1,0,0,0,0,1
"Calculate the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Find the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Determine the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Show me the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Give me the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Provide the minimum power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"What is the latest power_consumption, process_temperature and torque?",0,0,1,0,1,0,0,0,0,1
"Calculate the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Find the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Determine the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Show me the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Give me the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Provide the latest power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"What is the trend power_consumption, process_temperature and torque?",0,0,1,0,1,0,0,0,0,1
"Calculate the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Find the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Determine the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Show me the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Give me the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"Provide the trend power_consumption, process_temperature and torque.",0,0,1,0,1,0,0,0,0,1
"What is the average power_consumption, process_temperature and tool_wear?",0,0,1,0,1,0,0,0,1,0
"Calculate the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Find the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Determine the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Show me the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Give me the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Provide the average power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"What is the maximum power_consumption, process_temperature and tool_wear?",0,0,1,0,1,0,0,0,1,0
"Calculate the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Find the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Determine the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Show me the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Give me the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Provide the maximum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"What is the minimum power_consumption, process_temperature and tool_wear?",0,0,1,0,1,0,0,0,1,0
"Calculate the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Find the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Determine the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Show me the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Give me the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Provide the minimum power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"What is the latest power_consumption, process_temperature and tool_wear?",0,0,1,0,1,0,0,0,1,0
"Calculate the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Find the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Determine the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Show me the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Give me the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Provide the latest power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"What is the trend power_consumption, process_temperature and tool_wear?",0,0,1,0,1,0,0,0,1,0
"Calculate the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Find the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Determine the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Show me the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Give me the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"Provide the trend power_consumption, process_temperature and tool_wear.",0,0,1,0,1,0,0,0,1,0
"What is the average power_consumption, rotational_speed and system_load?",0,0,1,0,0,1,0,1,0,0
"Calculate the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Find the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Determine the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Show me the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Give me the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Provide the average power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"What is the maximum power_consumption, rotational_speed and system_load?",0,0,1,0,0,1,0,1,0,0
"Calculate the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Find the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Determine the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Show me the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Give me the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Provide the maximum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"What is the minimum power_consumption, rotational_speed and system_load?",0,0,1,0,0,1,0,1,0,0
"Calculate the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Find the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Determine the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Show me the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Give me the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Provide the minimum power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"What is the latest power_consumption, rotational_speed and system_load?",0,0,1,0,0,1,0,1,0,0
"Calculate the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Find the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Determine the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Show me the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Give me the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Provide the latest power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"What is the trend power_consumption, rotational_speed and system_load?",0,0,1,0,0,1,0,1,0,0
"Calculate the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Find the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Determine the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Show me the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Give me the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"Provide the trend power_consumption, rotational_speed and system_load.",0,0,1,0,0,1,0,1,0,0
"What is the average power_consumption, rotational_speed and torque?",0,0,1,0,0,1,0,0,0,1
"Calculate the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Find the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Determine the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Show me the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Give me the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Provide the average power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"What is the maximum power_consumption, rotational_speed and torque?",0,0,1,0,0,1,0,0,0,1
"Calculate the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Find the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Determine the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Show me the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Give me the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Provide the maximum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"What is the minimum power_consumption, rotational_speed and torque?",0,0,1,0,0,1,0,0,0,1
"Calculate the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Find the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Determine the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Show me the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Give me the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Provide the minimum power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"What is the latest power_consumption, rotational_speed and torque?",0,0,1,0,0,1,0,0,0,1
"Calculate the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Find the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Determine the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Show me the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Give me the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Provide the latest power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"What is the trend power_consumption, rotational_speed and torque?",0,0,1,0,0,1,0,0,0,1
"Calculate the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Find the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Determine the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Show me the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Give me the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"Provide the trend power_consumption, rotational_speed and torque.",0,0,1,0,0,1,0,0,0,1
"What is the average power_consumption, rotational_speed and tool_wear?",0,0,1,0,0,1,0,0,1,0
"Calculate the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Find the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Determine the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Show me the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Give me the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Provide the average power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"What is the maximum power_consumption, rotational_speed and tool_wear?",0,0,1,0,0,1,0,0,1,0
"Calculate the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Find the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Determine the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Show me the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Give me the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Provide the maximum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"What is the minimum power_consumption, rotational_speed and tool_wear?",0,0,1,0,0,1,0,0,1,0
"Calculate the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Find the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Determine the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Show me the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Give me the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Provide the minimum power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"What is the latest power_consumption, rotational_speed and tool_wear?",0,0,1,0,0,1,0,0,1,0
"Calculate the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Find the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Determine the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Show me the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Give me the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Provide the latest power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"What is the trend power_consumption, rotational_speed and tool_wear?",0,0,1,0,0,1,0,0,1,0
"Calculate the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Find the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Determine the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Show me the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Give me the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"Provide the trend power_consumption, rotational_speed and tool_wear.",0,0,1,0,0,1,0,0,1,0
"What is the average power_consumption, system_load and torque?",0,0,1,0,0,0,0,1,0,1
"Calculate the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Find the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Determine the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Show me the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Give me the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Provide the average power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"What is the maximum power_consumption, system_load and torque?",0,0,1,0,0,0,0,1,0,1
"Calculate the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Find the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Determine the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Show me the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Give me the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Provide the maximum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"What is the minimum power_consumption, system_load and torque?",0,0,1,0,0,0,0,1,0,1
"Calculate the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Find the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Determine the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Show me the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Give me the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Provide the minimum power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"What is the latest power_consumption, system_load and torque?",0,0,1,0,0,0,0,1,0,1
"Calculate the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Find the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Determine the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Show me the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Give me the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Provide the latest power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"What is the trend power_consumption, system_load and torque?",0,0,1,0,0,0,0,1,0,1
"Calculate the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Find the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Determine the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Show me the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Give me the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"Provide the trend power_consumption, system_load and torque.",0,0,1,0,0,0,0,1,0,1
"What is the average power_consumption, system_load and tool_wear?",0,0,1,0,0,0,0,1,1,0
"Calculate the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Find the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Determine the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Show me the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Give me the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Provide the average power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"What is the maximum power_consumption, system_load and tool_wear?",0,0,1,0,0,0,0,1,1,0
"Calculate the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Find the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Determine the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Show me the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Give me the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Provide the maximum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"What is the minimum power_consumption, system_load and tool_wear?",0,0,1,0,0,0,0,1,1,0
"Calculate the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Find the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Determine the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Show me the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Give me the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Provide the minimum power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"What is the latest power_consumption, system_load and tool_wear?",0,0,1,0,0,0,0,1,1,0
"Calculate the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Find the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Determine the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Show me the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Give me the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Provide the latest power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"What is the trend power_consumption, system_load and tool_wear?",0,0,1,0,0,0,0,1,1,0
"Calculate the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Find the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Determine the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Show me the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Give me the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"Provide the trend power_consumption, system_load and tool_wear.",0,0,1,0,0,0,0,1,1,0
"What is the average power_consumption, torque and tool_wear?",0,0,1,0,0,0,0,0,1,1
"Calculate the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Find the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Determine the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Show me the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Give me the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Provide the average power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"What is the maximum power_consumption, torque and tool_wear?",0,0,1,0,0,0,0,0,1,1
"Calculate the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Find the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Determine the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Show me the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Give me the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Provide the maximum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"What is the minimum power_consumption, torque and tool_wear?",0,0,1,0,0,0,0,0,1,1
"Calculate the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Find the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Determine the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
"Show me the minimum power_consumption, torque and tool_wear.",0,0,1,0,0,0,0,0,1,1
