tokens,ner_tags
Find the maximum air pressure and temperature.,Find O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O temperature B-PARAM . O
Show the maximum fault detection and torque and system load.,Show O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O torque B-PARAM and O system B-PARAM load I-PARAM . O
Measure the latest rotation speed and system load and power consumption.,Measure O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the trend system load and power consumption.,Determine O the O trend B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the minimum torque.,Find O the O minimum B-FUNC torque B-PARAM . O
Find the minimum rotation speed.,Find O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Find the minimum summary and temperature and power consumption.,Find O the O minimum B-FUNC summary B-PARAM and O temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the minimum rotation speed.,Measure O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Calculate the trend system load.,Calculate O the O trend B-FUNC system B-PARAM load I-PARAM . O
Measure the maximum power consumption and air pressure and fault detection.,Measure O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the maximum air pressure.,Measure O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Find the latest tool wear.,Find O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the maximum fault detection and tool wear.,Calculate O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the trend rotation speed.,Determine O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Show the trend system load and rotation speed.,Show O the O trend B-FUNC system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the latest air pressure and temperature and tool wear.,Identify O the O latest B-FUNC air B-PARAM pressure I-PARAM and O temperature B-PARAM and O tool B-PARAM wear I-PARAM . O
Find the trend summary.,Find O the O trend B-FUNC summary B-PARAM . O
Calculate the maximum fault detection and tool wear and system load.,Calculate O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM . O
Find the latest temperature and air pressure and power consumption.,Find O the O latest B-FUNC temperature B-PARAM and O air B-PARAM pressure I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the trend summary and air pressure.,Calculate O the O trend B-FUNC summary B-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the average torque and system load.,Determine O the O average B-FUNC torque B-PARAM and O system B-PARAM load I-PARAM . O
Calculate the maximum air pressure and system load and fault detection.,Calculate O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the average power consumption.,Calculate O the O average B-FUNC power B-PARAM consumption I-PARAM . O
Find the average rotation speed and fault detection.,Find O the O average B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the minimum system load and tool wear and power consumption.,Show O the O minimum B-FUNC system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the average fault detection and summary.,Calculate O the O average B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Calculate the average fault detection.,Calculate O the O average B-FUNC fault B-PARAM detection I-PARAM . O
Calculate the trend summary and fault detection.,Calculate O the O trend B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM . O
Find the minimum torque.,Find O the O minimum B-FUNC torque B-PARAM . O
Determine the trend tool wear and air pressure.,Determine O the O trend B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Measure the average fault detection.,Measure O the O average B-FUNC fault B-PARAM detection I-PARAM . O
Calculate the trend power consumption and fault detection.,Calculate O the O trend B-FUNC power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the latest torque and temperature.,Show O the O latest B-FUNC torque B-PARAM and O temperature B-PARAM . O
Calculate the average torque and air pressure and fault detection.,Calculate O the O average B-FUNC torque B-PARAM and O air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the minimum power consumption.,Calculate O the O minimum B-FUNC power B-PARAM consumption I-PARAM . O
Calculate the average rotation speed.,Calculate O the O average B-FUNC rotation B-PARAM speed I-PARAM . O
Show the average torque and air pressure and system load.,Show O the O average B-FUNC torque B-PARAM and O air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM . O
Identify the trend tool wear and summary and power consumption.,Identify O the O trend B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM and O power B-PARAM consumption I-PARAM . O
Show the average air pressure and torque and system load.,Show O the O average B-FUNC air B-PARAM pressure I-PARAM and O torque B-PARAM and O system B-PARAM load I-PARAM . O
Identify the maximum temperature and power consumption and summary.,Identify O the O maximum B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM and O summary B-PARAM . O
Measure the average rotation speed and system load.,Measure O the O average B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Find the maximum fault detection.,Find O the O maximum B-FUNC fault B-PARAM detection I-PARAM . O
Find the maximum system load and power consumption.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the minimum fault detection and air pressure and system load.,Calculate O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM . O
Determine the trend rotation speed and tool wear.,Determine O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Show the trend rotation speed.,Show O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Identify the maximum fault detection and rotation speed and power consumption.,Identify O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the minimum system load and fault detection.,Determine O the O minimum B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Identify the average fault detection and torque.,Identify O the O average B-FUNC fault B-PARAM detection I-PARAM and O torque B-PARAM . O
Show the average tool wear.,Show O the O average B-FUNC tool B-PARAM wear I-PARAM . O
Identify the minimum summary and power consumption.,Identify O the O minimum B-FUNC summary B-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the maximum tool wear and air pressure.,Determine O the O maximum B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Measure the minimum power consumption and rotation speed.,Measure O the O minimum B-FUNC power B-PARAM consumption I-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the latest rotation speed and temperature and fault detection.,Calculate O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O temperature B-PARAM and O fault B-PARAM detection I-PARAM . O
Find the trend fault detection.,Find O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Measure the maximum system load and temperature.,Measure O the O maximum B-FUNC system B-PARAM load I-PARAM and O temperature B-PARAM . O
Calculate the minimum temperature.,Calculate O the O minimum B-FUNC temperature B-PARAM . O
Find the average torque and air pressure and system load.,Find O the O average B-FUNC torque B-PARAM and O air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM . O
Identify the maximum tool wear and temperature.,Identify O the O maximum B-FUNC tool B-PARAM wear I-PARAM and O temperature B-PARAM . O
Determine the minimum fault detection.,Determine O the O minimum B-FUNC fault B-PARAM detection I-PARAM . O
Find the minimum torque and power consumption and rotation speed.,Find O the O minimum B-FUNC torque B-PARAM and O power B-PARAM consumption I-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the average torque and power consumption.,Calculate O the O average B-FUNC torque B-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the latest temperature and system load and air pressure.,Calculate O the O latest B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Identify the trend rotation speed and tool wear.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Calculate the maximum fault detection.,Calculate O the O maximum B-FUNC fault B-PARAM detection I-PARAM . O
Find the trend temperature and power consumption.,Find O the O trend B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Identify the trend torque.,Identify O the O trend B-FUNC torque B-PARAM . O
Identify the latest temperature and power consumption.,Identify O the O latest B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the minimum air pressure and summary and torque.,Determine O the O minimum B-FUNC air B-PARAM pressure I-PARAM and O summary B-PARAM and O torque B-PARAM . O
Measure the trend fault detection and summary and rotation speed.,Measure O the O trend B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the minimum tool wear and temperature.,Calculate O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O temperature B-PARAM . O
Show the latest air pressure and fault detection and temperature.,Show O the O latest B-FUNC air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM and O temperature B-PARAM . O
Identify the trend fault detection.,Identify O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Find the maximum fault detection and system load and rotation speed.,Find O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM . O
Measure the maximum air pressure.,Measure O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Find the latest air pressure and torque and summary.,Find O the O latest B-FUNC air B-PARAM pressure I-PARAM and O torque B-PARAM and O summary B-PARAM . O
Show the average tool wear and air pressure.,Show O the O average B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Identify the maximum temperature and fault detection and power consumption.,Identify O the O maximum B-FUNC temperature B-PARAM and O fault B-PARAM detection I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the average tool wear.,Calculate O the O average B-FUNC tool B-PARAM wear I-PARAM . O
Identify the trend air pressure and tool wear and system load.,Identify O the O trend B-FUNC air B-PARAM pressure I-PARAM and O tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM . O
Measure the latest air pressure.,Measure O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Measure the latest system load and summary and air pressure.,Measure O the O latest B-FUNC system B-PARAM load I-PARAM and O summary B-PARAM and O air B-PARAM pressure I-PARAM . O
Find the maximum system load.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM . O
Calculate the average temperature and system load.,Calculate O the O average B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM . O
Find the minimum tool wear.,Find O the O minimum B-FUNC tool B-PARAM wear I-PARAM . O
Find the latest tool wear.,Find O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Find the average summary.,Find O the O average B-FUNC summary B-PARAM . O
Measure the maximum summary and tool wear.,Measure O the O maximum B-FUNC summary B-PARAM and O tool B-PARAM wear I-PARAM . O
Find the maximum air pressure and rotation speed and temperature.,Find O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O rotation B-PARAM speed I-PARAM and O temperature B-PARAM . O
Measure the average temperature.,Measure O the O average B-FUNC temperature B-PARAM . O
Determine the average temperature.,Determine O the O average B-FUNC temperature B-PARAM . O
Find the latest temperature and rotation speed and summary.,Find O the O latest B-FUNC temperature B-PARAM and O rotation B-PARAM speed I-PARAM and O summary B-PARAM . O
Measure the average system load and power consumption and air pressure.,Measure O the O average B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM and O air B-PARAM pressure I-PARAM . O
Show the minimum system load.,Show O the O minimum B-FUNC system B-PARAM load I-PARAM . O
Identify the average system load and tool wear.,Identify O the O average B-FUNC system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM . O
Calculate the latest system load and torque and air pressure.,Calculate O the O latest B-FUNC system B-PARAM load I-PARAM and O torque B-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the minimum temperature.,Determine O the O minimum B-FUNC temperature B-PARAM . O
Determine the latest torque.,Determine O the O latest B-FUNC torque B-PARAM . O
Measure the average tool wear and power consumption.,Measure O the O average B-FUNC tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Show the average summary and tool wear and power consumption.,Show O the O average B-FUNC summary B-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the latest summary and fault detection.,Find O the O latest B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the maximum power consumption and fault detection.,Determine O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Identify the maximum summary.,Identify O the O maximum B-FUNC summary B-PARAM . O
Identify the minimum summary and system load.,Identify O the O minimum B-FUNC summary B-PARAM and O system B-PARAM load I-PARAM . O
Identify the minimum temperature.,Identify O the O minimum B-FUNC temperature B-PARAM . O
Identify the average summary and fault detection.,Identify O the O average B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the trend power consumption and temperature.,Calculate O the O trend B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM . O
Identify the average air pressure and fault detection.,Identify O the O average B-FUNC air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the average temperature and tool wear and power consumption.,Show O the O average B-FUNC temperature B-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Show the minimum power consumption and rotation speed.,Show O the O minimum B-FUNC power B-PARAM consumption I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the minimum torque.,Identify O the O minimum B-FUNC torque B-PARAM . O
Identify the maximum torque.,Identify O the O maximum B-FUNC torque B-PARAM . O
Show the average air pressure and power consumption.,Show O the O average B-FUNC air B-PARAM pressure I-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the average temperature and air pressure and system load.,Determine O the O average B-FUNC temperature B-PARAM and O air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM . O
Calculate the latest torque and system load and tool wear.,Calculate O the O latest B-FUNC torque B-PARAM and O system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the minimum system load and rotation speed and air pressure.,Determine O the O minimum B-FUNC system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM and O air B-PARAM pressure I-PARAM . O
Find the trend temperature and rotation speed and summary.,Find O the O trend B-FUNC temperature B-PARAM and O rotation B-PARAM speed I-PARAM and O summary B-PARAM . O
Measure the average fault detection and rotation speed.,Measure O the O average B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Find the average rotation speed and system load.,Find O the O average B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Measure the maximum air pressure.,Measure O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Identify the average air pressure and temperature.,Identify O the O average B-FUNC air B-PARAM pressure I-PARAM and O temperature B-PARAM . O
Determine the maximum air pressure.,Determine O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Determine the minimum system load.,Determine O the O minimum B-FUNC system B-PARAM load I-PARAM . O
Determine the average rotation speed and torque.,Determine O the O average B-FUNC rotation B-PARAM speed I-PARAM and O torque B-PARAM . O
Determine the average tool wear.,Determine O the O average B-FUNC tool B-PARAM wear I-PARAM . O
Measure the trend rotation speed and summary.,Measure O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O summary B-PARAM . O
Calculate the minimum rotation speed and fault detection.,Calculate O the O minimum B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM . O
Find the average air pressure.,Find O the O average B-FUNC air B-PARAM pressure I-PARAM . O
Show the average temperature.,Show O the O average B-FUNC temperature B-PARAM . O
Identify the maximum air pressure and tool wear.,Identify O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O tool B-PARAM wear I-PARAM . O
Measure the average temperature and rotation speed.,Measure O the O average B-FUNC temperature B-PARAM and O rotation B-PARAM speed I-PARAM . O
Find the maximum fault detection and summary.,Find O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Find the trend temperature and power consumption.,Find O the O trend B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the maximum system load and air pressure.,Measure O the O maximum B-FUNC system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the latest temperature and torque.,Determine O the O latest B-FUNC temperature B-PARAM and O torque B-PARAM . O
Determine the trend temperature and fault detection.,Determine O the O trend B-FUNC temperature B-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the minimum power consumption and rotation speed and system load.,Determine O the O minimum B-FUNC power B-PARAM consumption I-PARAM and O rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Show the latest summary.,Show O the O latest B-FUNC summary B-PARAM . O
Identify the trend system load.,Identify O the O trend B-FUNC system B-PARAM load I-PARAM . O
Determine the average air pressure.,Determine O the O average B-FUNC air B-PARAM pressure I-PARAM . O
Calculate the minimum temperature.,Calculate O the O minimum B-FUNC temperature B-PARAM . O
Show the maximum air pressure and fault detection and torque.,Show O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM and O torque B-PARAM . O
Measure the trend air pressure and fault detection.,Measure O the O trend B-FUNC air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the latest torque and system load.,Determine O the O latest B-FUNC torque B-PARAM and O system B-PARAM load I-PARAM . O
Identify the latest system load.,Identify O the O latest B-FUNC system B-PARAM load I-PARAM . O
Measure the minimum summary and torque.,Measure O the O minimum B-FUNC summary B-PARAM and O torque B-PARAM . O
Measure the maximum fault detection and torque and temperature.,Measure O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O torque B-PARAM and O temperature B-PARAM . O
Identify the minimum summary and rotation speed and fault detection.,Identify O the O minimum B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the latest tool wear and summary and system load.,Measure O the O latest B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM and O system B-PARAM load I-PARAM . O
Identify the latest rotation speed and fault detection.,Identify O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the latest system load.,Calculate O the O latest B-FUNC system B-PARAM load I-PARAM . O
Find the latest system load.,Find O the O latest B-FUNC system B-PARAM load I-PARAM . O
Measure the maximum power consumption.,Measure O the O maximum B-FUNC power B-PARAM consumption I-PARAM . O
Show the latest power consumption.,Show O the O latest B-FUNC power B-PARAM consumption I-PARAM . O
Measure the trend tool wear and system load and air pressure.,Measure O the O trend B-FUNC tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Find the average air pressure.,Find O the O average B-FUNC air B-PARAM pressure I-PARAM . O
Show the average rotation speed and tool wear.,Show O the O average B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Show the trend rotation speed.,Show O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Find the latest tool wear.,Find O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Identify the minimum torque and fault detection.,Identify O the O minimum B-FUNC torque B-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the minimum summary and tool wear and rotation speed.,Calculate O the O minimum B-FUNC summary B-PARAM and O tool B-PARAM wear I-PARAM and O rotation B-PARAM speed I-PARAM . O
Measure the average power consumption and temperature and rotation speed.,Measure O the O average B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM and O rotation B-PARAM speed I-PARAM . O
Determine the average summary and rotation speed and tool wear.,Determine O the O average B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the trend rotation speed and system load and power consumption.,Determine O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the maximum summary.,Measure O the O maximum B-FUNC summary B-PARAM . O
Find the trend temperature and tool wear.,Find O the O trend B-FUNC temperature B-PARAM and O tool B-PARAM wear I-PARAM . O
Show the trend system load.,Show O the O trend B-FUNC system B-PARAM load I-PARAM . O
Measure the average torque and summary.,Measure O the O average B-FUNC torque B-PARAM and O summary B-PARAM . O
Determine the minimum rotation speed and air pressure and summary.,Determine O the O minimum B-FUNC rotation B-PARAM speed I-PARAM and O air B-PARAM pressure I-PARAM and O summary B-PARAM . O
Find the latest fault detection and summary and torque.,Find O the O latest B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM and O torque B-PARAM . O
Show the trend system load and temperature and tool wear.,Show O the O trend B-FUNC system B-PARAM load I-PARAM and O temperature B-PARAM and O tool B-PARAM wear I-PARAM . O
Show the average tool wear and fault detection and summary.,Show O the O average B-FUNC tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Show the latest air pressure.,Show O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Measure the maximum rotation speed and air pressure.,Measure O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O air B-PARAM pressure I-PARAM . O
Find the average temperature.,Find O the O average B-FUNC temperature B-PARAM . O
Show the average tool wear.,Show O the O average B-FUNC tool B-PARAM wear I-PARAM . O
Find the maximum power consumption and fault detection.,Find O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the minimum torque.,Show O the O minimum B-FUNC torque B-PARAM . O
Identify the latest air pressure and system load.,Identify O the O latest B-FUNC air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM . O
Identify the average summary and rotation speed.,Identify O the O average B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Determine the trend tool wear and fault detection and temperature.,Determine O the O trend B-FUNC tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM and O temperature B-PARAM . O
Measure the average rotation speed and tool wear.,Measure O the O average B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Measure the minimum fault detection and rotation speed and system load.,Measure O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Calculate the trend torque.,Calculate O the O trend B-FUNC torque B-PARAM . O
Show the trend system load and temperature.,Show O the O trend B-FUNC system B-PARAM load I-PARAM and O temperature B-PARAM . O
Show the latest torque.,Show O the O latest B-FUNC torque B-PARAM . O
Calculate the trend power consumption and temperature and fault detection.,Calculate O the O trend B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the latest system load and fault detection and summary.,Measure O the O latest B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Determine the trend tool wear.,Determine O the O trend B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the maximum summary.,Calculate O the O maximum B-FUNC summary B-PARAM . O
Identify the average fault detection.,Identify O the O average B-FUNC fault B-PARAM detection I-PARAM . O
Find the average tool wear and summary.,Find O the O average B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Show the trend air pressure and summary.,Show O the O trend B-FUNC air B-PARAM pressure I-PARAM and O summary B-PARAM . O
Calculate the maximum summary and power consumption.,Calculate O the O maximum B-FUNC summary B-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the trend rotation speed.,Measure O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Determine the minimum fault detection.,Determine O the O minimum B-FUNC fault B-PARAM detection I-PARAM . O
Identify the minimum rotation speed.,Identify O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Determine the maximum rotation speed and temperature.,Determine O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O temperature B-PARAM . O
Find the trend system load and fault detection and air pressure.,Find O the O trend B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the latest system load and summary and rotation speed.,Determine O the O latest B-FUNC system B-PARAM load I-PARAM and O summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the latest tool wear.,Calculate O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the trend fault detection and temperature and air pressure.,Calculate O the O trend B-FUNC fault B-PARAM detection I-PARAM and O temperature B-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the latest temperature and system load.,Determine O the O latest B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM . O
Show the trend power consumption and torque.,Show O the O trend B-FUNC power B-PARAM consumption I-PARAM and O torque B-PARAM . O
Measure the maximum fault detection and rotation speed.,Measure O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the trend rotation speed.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Identify the minimum air pressure.,Identify O the O minimum B-FUNC air B-PARAM pressure I-PARAM . O
Identify the trend rotation speed.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Determine the average air pressure and tool wear and power consumption.,Determine O the O average B-FUNC air B-PARAM pressure I-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the maximum fault detection.,Find O the O maximum B-FUNC fault B-PARAM detection I-PARAM . O
Find the maximum summary.,Find O the O maximum B-FUNC summary B-PARAM . O
Identify the maximum fault detection and summary and power consumption.,Identify O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM and O power B-PARAM consumption I-PARAM . O
Show the average system load and power consumption.,Show O the O average B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the minimum system load and temperature.,Determine O the O minimum B-FUNC system B-PARAM load I-PARAM and O temperature B-PARAM . O
Measure the maximum torque and power consumption.,Measure O the O maximum B-FUNC torque B-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the trend tool wear and fault detection and rotation speed.,Calculate O the O trend B-FUNC tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the average temperature and air pressure.,Identify O the O average B-FUNC temperature B-PARAM and O air B-PARAM pressure I-PARAM . O
Find the average temperature and summary and rotation speed.,Find O the O average B-FUNC temperature B-PARAM and O summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the latest summary and fault detection and power consumption.,Identify O the O latest B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the average torque and tool wear and system load.,Find O the O average B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM . O
Calculate the trend system load and fault detection and temperature.,Calculate O the O trend B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM and O temperature B-PARAM . O
Find the minimum rotation speed.,Find O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Show the minimum power consumption.,Show O the O minimum B-FUNC power B-PARAM consumption I-PARAM . O
Show the latest air pressure.,Show O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Determine the latest torque and rotation speed.,Determine O the O latest B-FUNC torque B-PARAM and O rotation B-PARAM speed I-PARAM . O
Show the trend power consumption.,Show O the O trend B-FUNC power B-PARAM consumption I-PARAM . O
Identify the latest temperature.,Identify O the O latest B-FUNC temperature B-PARAM . O
Determine the maximum summary and temperature and air pressure.,Determine O the O maximum B-FUNC summary B-PARAM and O temperature B-PARAM and O air B-PARAM pressure I-PARAM . O
Show the minimum system load and fault detection.,Show O the O minimum B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the average fault detection and air pressure.,Show O the O average B-FUNC fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the maximum temperature.,Determine O the O maximum B-FUNC temperature B-PARAM . O
